Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Exp3,Exp4,Exp5,Exp6,Exp7,Exp8,Exp9,Exp10,Exp11,Exp12,Exp13,Exp14,Exp15,Exp16,Exp17,Exp18,Exp19,Exp20
13507,3050,3841,1398,1634,4465,3951,676,355,3134,1565,3190,381,3996,3839,3018,4787,1866,3395,1193,81,1831,3717
13508,782,442,1152,4000,4114,182,675,1936,2956,662,1737,4650,1617,4071,4545,4715,2690,4481,3124,2706,4173,4824
13509,4977,845,1328,3182,898,2933,3386,4644,479,1919,3320,868,3743,1385,3480,4227,2348,1689,4981,3140,4819,2172
13510,3854,2622,3910,1846,800,4367,4892,4163,1273,2205,4787,3120,4215,1900,4538,1363,2373,4063,3060,3527,205,1974
13511,4245,1711,2488,4731,1052,4367,4356,1317,2262,3473,1781,4474,4167,1920,1299,3156,1767,4016,931,4770,2222,60
13512,453,1834,2022,3189,1930,3286,2833,1787,823,3381,4057,4504,2481,1314,3890,3109,3811,1279,4005,3940,4380,334
13513,1011,1149,2264,4681,4855,4538,244,4017,3127,1809,3433,2109,2772,1985,318,4989,1911,2910,2166,1988,2202,3679
13514,2719,650,1206,1703,4473,652,1,710,234,463,4464,4339,3151,4645,2539,1958,4627,2884,3536,4610,4253,4343
13515,2854,4800,1775,1638,2689,4742,3358,542,3921,219,3075,2905,2735,2178,4583,3046,2338,67,2412,2583,3712,2207
13516,4845,4742,4564,614,121,4283,2881,2444,37,2857,1956,3916,1987,4692,4755,1700,488,4316,3226,2363,2592,4180
13517,528,3313,2896,3901,4014,1063,3535,2294,3650,1104,4864,3777,402,3119,4182,1053,1851,4351,4360,2206,189,2358
13518,759,271,3734,3177,3764,4284,2622,3223,2260,3558,3220,4135,2478,3996,2632,3640,4095,3288,3477,384,3235,3941
13519,329,1641,3625,4478,706,3478,4135,4702,3597,3969,1575,4667,2668,4398,254,1201,541,3048,1949,4178,4316,761
13520,557,4074,747,587,2513,2207,2885,3123,4662,2971,4558,4243,3898,2954,643,4998,175,1665,250,4560,3870,4969
13521,1630,429,2159,3622,4888,3907,2094,4246,414,3758,4845,2025,2186,2212,3525,4162,2381,3688,105,4296,1380,1084
13522,1677,103,2160,1993,1486,2901,1967,2297,1907,3607,347,2645,4444,3319,3877,1751,267,3771,1385,3483,2279,2091
13523,2724,3119,391,2537,3701,1023,3238,3648,3134,1153,1845,2475,1871,2655,656,3000,2750,700,2043,1930,2838,3337
13524,1615,2547,3036,343,3487,1732,3106,1143,2620,1650,1866,1222,1060,2995,2520,3088,4102,3606,2702,2366,481,409
13525,3348,17,1765,1067,4826,3107,860,4055,1055,1350,4352,3686,2243,1103,3644,720,3342,1102,2726,2789,1332,4923
13526,2512,3240,368,4720,3836,969,1733,2369,1576,4203,1805,3973,3286,2856,1128,1210,685,3036,4240,2999,127,4784
13527,3406,189,4817,1079,3475,3302,3101,3156,1124,3950,3657,3216,3746,292,3364,1366,1884,4217,4673,989,205,756
13528,2888,1586,1476,1649,198,4875,797,4244,430,2566,4356,2878,375,213,4400,246,3574,4316,4571,2010,4248,51
13529,662,3010,4756,699,107,2913,306,2815,2950,613,4654,4640,1643,3922,953,4740,2171,1781,4950,4296,2608,2372
13530,275,2372,4650,3983,94,2447,534,3785,2908,1291,4087,3421,716,3888,467,2543,3325,2544,4673,4833,2808,4759
13531,265,2998,1133,4759,3328,3426,368,4638,896,1546,1011,3080,3901,191,1371,2128,3458,3629,951,13,2629,971
13532,4071,847,4789,2115,4996,740,758,257,4833,2893,2961,3999,1048,763,2854,3827,4947,4151,3647,1638,1867,721
13533,366,1604,4017,42,2421,2314,119,1025,4103,1362,4205,1150,749,2564,667,3529,615,2763,2549,4335,4666,1862
13534,2503,3729,4052,2097,490,1641,1138,4893,4556,2128,737,2336,3919,608,1257,3797,4908,3816,2883,1665,4667,2627
13535,298,1786,350,574,2580,1542,2054,2209,3213,3194,695,3972,867,89,4306,662,4044,4738,3164,2478,1280,2144
13536,3883,1285,2882,957,2428,3172,3437,740,1514,2345,202,4557,4683,2067,1640,2207,4307,957,680,4535,4904,4201
13537,27,1114,4551,1425,797,2303,4651,3850,981,2792,3261,1089,2282,2470,1107,2447,3415,3815,3803,3213,4691,1549
13538,1710,688,3146,3901,1555,3050,4220,2759,1846,1310,3482,3029,2306,1681,4800,3237,1059,4184,2824,3659,1852,2599
13539,4940,4437,832,951,4140,1229,3070,2695,674,1606,1564,3919,3393,4825,3999,2560,2768,1574,1051,4278,3335,4395
13540,3212,4828,2438,560,35,2308,3050,4193,4385,4531,1330,4404,3705,66,202,1662,2996,3843,4184,2046,4931,1261
13541,497,3622,3181,3553,4909,1719,4278,718,883,3652,1051,2899,4616,4594,3831,1833,4869,2542,191,4941,4492,169
13542,2745,2783,3040,2729,1777,831,3766,4048,2981,2668,1925,1610,2731,4645,2286,3515,308,2481,3977,4113,2722,2955
13543,4502,157,3200,224,3427,3732,3161,4403,3506,400,4896,3953,727,397,4959,692,3961,4568,651,4829,3943,2375
13544,2816,1113,705,2504,340,2433,708,4371,3686,291,3656,2303,1998,1704,3936,2442,4528,1904,4550,430,1557,4554
13545,2524,4903,846,3562,1318,1594,1518,818,4893,1249,3960,4968,534,3367,2296,4758,3322,4620,4951,3286,4215,2422
13546,84,1526,1343,3141,2321,1154,2445,57,3559,4787,1060,3238,4125,3361,3346,1786,525,4286,3470,875,3423,4508
13547,4246,3493,1636,4215,3681,1386,221,4115,4504,2315,815,2708,2824,2260,2585,429,3374,3768,4772,2139,3252,3528
13548,4976,1400,2870,3759,788,2826,3012,3697,1522,4111,363,3909,3098,413,4249,1801,4203,2207,1503,706,4870,1888
13549,1388,3761,1014,3486,4302,4961,4431,3685,3911,2584,3912,3926,2956,845,3703,4240,2216,4961,1143,953,266,3151
13550,3801,1046,557,4271,4912,3275,85,3475,635,4993,4941,2992,4584,3299,2999,3705,1335,2040,3886,4369,3947,3505
13551,1982,889,4796,865,133,1311,989,2982,261,3975,2118,2858,3037,3574,4956,2882,1790,2099,4326,345,1349,4878
13552,3274,2654,3436,1963,1731,2985,2614,1231,2854,116,3331,3562,3325,2120,3967,228,3820,3197,111,2744,4457,1450
13553,850,1103,44,1685,2535,3029,2823,660,3214,504,315,1008,3128,3010,4775,542,4801,4826,868,588,3776,3011
13554,1726,2572,2217,2478,1278,2215,1055,3082,337,4645,2782,3172,3407,1064,3417,3788,1306,509,1439,2818,2164,958
13555,1413,2851,838,2426,1992,2034,1491,772,929,1878,3513,3884,1110,594,1720,4297,813,2047,148,1178,1223,3844
13556,2634,2449,538,1176,3826,1175,1060,2591,1586,3050,402,2584,1677,681,1831,4676,707,4306,2163,949,3004,1132
13557,596,357,809,2018,727,549,1865,2375,4908,1403,4355,2552,2536,4174,2944,1821,4763,4166,995,2631,1280,2780
13558,2670,1196,2933,3849,2007,493,2270,2334,4965,2501,2735,463,44,4132,1760,4814,3226,4486,4578,2966,2177,4773
13559,2793,4398,3329,4387,4863,2300,1639,3873,1312,311,1809,3106,4436,3608,400,1248,3807,1538,4841,4986,1915,920
13560,4095,4623,4106,4098,1776,3559,1583,320,2835,3592,2622,3307,3538,4241,4298,219,4479,1097,302,4061,1977,3668
13561,4956,4976,4969,3663,368,2886,1152,983,4736,719,2423,3252,3016,2543,156,3317,1246,1938,226,1264,2922,18
13562,3618,1159,788,3049,2614,3089,3176,4316,4133,4110,3293,3670,1792,4545,1537,4353,3763,1229,4055,4124,916,671
13563,1657,2571,513,2619,1952,4218,3447,1538,1685,4470,4675,12,2746,801,797,4534,277,2165,4427,514,368,587
13564,4191,1744,769,319,1435,4932,1082,678,1706,3332,3706,2794,4418,4987,2439,1195,4715,4434,4667,577,4154,1480
13565,4375,3955,29,2756,4043,4191,2020,3041,3018,4344,319,320,2338,3598,1555,1128,3094,2126,4993,4050,1976,4268
13566,1757,1812,3617,1651,4443,1154,2551,37,2453,1189,4434,551,3932,324,747,4538,1268,2696,1128,3051,1651,1543
13567,2524,2077,2139,3171,3441,2899,4863,436,809,1008,1419,2594,4336,1577,1460,4177,2343,1894,2477,3144,740,2115
13568,863,1941,3796,4026,669,1454,1066,355,3784,1805,2993,3103,3895,2996,1304,1206,502,4233,4487,825,4456,1262
13569,2000,2412,2714,22,2872,1397,1517,624,4960,3955,3836,152,4192,165,4841,2554,546,3737,6,1391,77,2472
13570,923,1146,2407,844,1161,800,918,1933,2362,4242,4584,1960,4154,1986,2962,83,4728,82,4503,3946,3884,4004
13571,2656,25,2742,1954,2448,3084,1447,1638,835,1369,3118,4562,1312,1625,4852,3887,4925,4466,28,4102,2285,653
13572,3940,1500,1229,2510,4693,248,1646,3202,2152,2455,4000,2631,1074,2747,4077,3213,1274,2547,1759,4444,2887,3773
13573,127,2047,1631,588,2375,1740,4637,2546,1442,1412,3605,3257,4551,179,4252,3247,3275,635,1119,4343,3346,1511
13574,491,2911,1201,1361,2850,3001,2995,1976,3804,884,1698,4309,3452,4537,1524,1965,4553,4838,4293,1386,434,1373
13575,4695,1413,2592,3681,1780,646,3653,2528,339,4696,3675,1664,2280,1173,2383,3485,944,4325,4619,2250,4474,1560
13576,3658,2865,997,3646,4681,1377,2463,1312,3571,1137,1437,2343,255,2987,2701,1597,436,1254,1331,1801,2947,1084
13577,1800,3434,1050,2469,4551,3246,2629,946,1187,1604,1056,3484,1992,242,4663,3103,3717,905,4308,4618,4561,997
13578,2484,3980,2832,3221,468,2548,2384,4297,2138,4722,4902,1806,665,4837,2023,963,346,609,4785,1373,1159,159
13579,3769,1961,963,4100,938,4618,3407,860,3185,1883,3668,2728,2921,1122,4710,708,619,15,2114,75,757,216
13580,2042,820,1389,647,2323,2804,4112,4122,1479,1410,4457,3963,4635,1711,202,2297,2954,4712,2954,2533,428,3368
13581,752,4717,1260,663,3935,3233,4771,4733,1405,3627,4944,1082,4117,1344,2566,659,1487,1210,4405,3094,1447,4620
13582,3534,1375,2622,2981,1163,1188,1888,2037,3766,932,3407,3565,2850,3158,264,4513,4607,263,1927,3843,3611,4187
13583,4142,1169,457,2633,1298,1582,4790,3935,3810,442,1465,4378,4157,10,4628,2739,3223,4026,2559,3978,2732,3813
13584,4224,3805,2925,4379,2598,4134,4429,4797,3441,4799,4698,842,3021,3892,1233,1568,924,459,1661,3633,1594,3688
13585,1246,3381,550,4689,1581,1986,1305,1694,1186,4721,286,1659,2642,4690,3540,3636,3895,2057,4880,47,3539,4459
13586,779,2055,2014,2884,1380,3980,1412,1047,1704,2578,4345,4879,1593,872,4284,4593,4480,2353,3486,3071,153,2402
13587,2352,2769,577,1135,191,2037,4477,3657,2828,3743,853,3851,1504,1123,2900,3187,3136,898,3374,3148,3677,1269
13588,3041,85,2100,1468,2744,4269,4161,1572,143,118,4027,2280,547,4437,3582,304,3162,296,3462,2684,4664,2108
13589,2043,3450,4597,3862,931,4169,2385,4815,3426,2907,3480,965,2970,3882,3523,1424,3469,1442,2958,4618,4024,2691
13590,3097,3821,4554,2993,694,489,1722,1326,4785,3972,1374,4324,3633,183,4419,3519,1460,4831,1886,2389,1258,232
13591,2242,496,2756,1998,3288,1735,1515,3851,3677,616,1765,146,77,3625,260,494,3829,3800,3886,1470,4308,2007
13592,4293,102,1456,1871,940,4547,2735,3300,2894,2963,2425,3464,3157,4807,1456,4812,2461,2811,4919,1805,1882,4097
13593,483,2150,2682,3187,4363,2177,23,862,2294,2791,3296,2008,3018,2711,4132,1579,4339,815,1251,4018,1950,3710
13594,3117,1556,3194,545,378,4608,3595,4112,542,4976,2261,4472,4447,1191,2931,647,2594,1927,3200,2178,1731,4992
13595,489,2490,797,4947,4208,344,1024,2222,1711,2877,1443,2635,929,4100,1850,993,4352,472,1806,4588,4774,3313
13596,4265,1288,804,1733,2129,2166,3342,385,4434,703,3875,2632,2545,4038,3748,968,2510,1381,1706,4014,1482,1645
13597,4983,3972,4228,134,4122,3370,2985,4167,1508,2841,3206,3646,718,4930,4940,4222,465,4402,633,3233,3376,2219
13598,2462,3932,534,4544,652,3512,2259,67,60,2217,1452,3257,4912,4677,2641,2306,2488,3495,2309,3484,2387,876
13599,4611,7,4847,56,2408,2897,3906,2868,1746,4783,2638,1609,3042,3377,689,4197,1956,4726,4436,3717,708,2479
13600,3237,1639,3037,3744,4667,2345,2288,1404,4000,493,2821,1110,2257,3608,2084,191,1473,364,3132,4066,1471,621
13601,3194,2022,3901,4208,3461,1427,1605,3401,2639,2669,3941,577,2319,4786,4220,4554,3893,157,2468,153,2069,1353
13602,335,2174,1566,3464,443,751,3585,2565,677,1579,120,681,1373,1565,1388,3434,3382,2085,725,4642,2802,1663
13603,3334,2734,827,2539,4575,4237,3413,1046,3586,350,2822,2809,4392,2747,3912,1309,3098,4540,1911,4536,4440,2441
13604,3569,1569,4771,4174,3503,2567,4882,1377,2004,1417,3078,3453,3952,1908,4170,2996,452,2037,1353,4959,2645,63
13605,3778,1028,4404,2695,154,4035,4266,4153,3038,1829,3766,84,4983,4148,2177,1679,3996,651,4186,3430,2176,3772
13606,2003,792,2157,2871,502,3625,284,468,3890,3050,3922,209,2474,3427,4135,2025,4436,4574,1004,1423,2543,1618
13607,586,2409,827,3656,841,4270,3216,3725,4068,583,4343,3647,3967,3270,2474,285,4810,3722,700,3605,3324,2291
13608,2820,3227,2360,1561,1102,801,4879,3388,4360,1358,3204,1696,1956,2714,3625,1436,2130,2177,3748,3711,4234,4553
13609,4367,340,2261,4956,2146,1797,4706,1872,2750,296,1979,2847,4236,4465,2284,850,3017,4269,2641,4249,4670,2921
13610,936,1944,2381,4212,4677,4013,3478,3619,2140,4359,4976,701,3914,1503,3524,4,2651,2091,2720,2989,4387,4634
13611,4808,205,3590,4142,2503,32,3111,1426,1472,924,291,3259,2421,3360,4955,3810,2329,1896,4441,599,4541,4205
13612,2698,4645,407,97,381,2875,419,3613,2371,2276,2779,202,2099,700,668,2295,1248,3052,3035,3901,4340,3216
13613,2636,2511,1312,1841,672,3994,3160,2919,2449,1537,1860,2497,1294,388,1741,452,628,1359,3700,795,2356,3307
13614,2667,1591,4900,3685,2457,1489,1241,3409,4749,1788,293,2310,4346,4265,4792,4959,4234,3418,183,656,271,3508
13615,3094,3338,319,1666,1644,2409,1554,569,3386,4316,4073,2758,3619,2299,2381,1237,1962,3053,3790,2304,4263,4856
13616,4042,2820,1226,2297,3286,3472,1117,3338,1577,1600,3708,3667,1749,2213,161,1769,3026,732,4019,359,4264,360
13617,3851,3209,3477,4735,4455,2944,3214,962,962,322,2733,715,3783,315,4950,3925,2055,4123,4281,667,3832,1694
13618,3316,1033,1507,3035,2234,2037,2452,4553,2918,4294,2154,4420,55,41,393,2137,2825,2988,3367,4117,4157,2584
13619,3574,1307,2644,52,3286,2978,927,256,2441,3853,1601,962,3102,450,3196,3642,4891,3273,1753,613,4736,1555
13620,4460,152,3387,914,482,1018,118,595,2277,2571,1359,1849,4057,4937,2687,2778,1116,3795,4561,4165,4609,3420
13621,2035,1536,4709,963,492,3826,4204,949,4996,4919,1004,98,513,3958,1504,3939,1062,1098,2933,424,4938,4312
13622,1323,4197,2878,1576,538,1691,4160,195,4729,87,1939,1610,2387,1751,4772,1570,1921,2182,1420,4863,4780,4571
13623,2721,3145,369,3503,1207,4855,458,1545,965,801,1577,1086,2628,4317,94,46,1037,2805,3313,4958,1353,1428
13624,4255,2247,2920,1150,3591,1880,713,1087,2251,2342,2668,3037,503,3549,1537,2345,3031,4284,2846,2010,2839,2738
13625,3628,223,2148,72,1825,25,3602,1223,4073,4077,2283,1886,3204,1653,1742,931,327,3894,1695,4806,2394,1875
13626,2890,1771,2895,121,515,3061,551,1931,2213,2924,2293,668,2537,6,2133,1068,1211,1565,1712,3203,3685,3506
13627,985,1940,4342,2735,3440,2582,4483,4583,4292,2938,2086,4125,4602,591,264,2473,4594,1629,2434,4962,4242,3095
13628,4995,572,3794,2200,4045,4949,98,2066,1540,2321,3831,3758,2763,1239,2960,955,1389,3172,346,4394,1830,4336
13629,566,2616,841,3213,2130,1871,2708,1552,4739,2214,2863,789,3298,3696,3905,2977,3351,1548,2745,1315,3671,3943
13630,440,864,1164,1955,2461,1512,4637,648,3720,1368,3180,741,2447,2833,14,4917,3974,4588,3054,3975,4460,2281
13631,591,4508,1354,4574,1974,3421,4766,3522,4327,2486,4716,3372,2219,2792,442,135,2809,1993,4507,3470,636,698
13632,3463,3487,1292,3250,813,1283,4654,1386,4069,2382,4299,2547,4126,2163,1408,4812,4913,4711,3626,3740,4516,1464
13633,2938,4309,1401,3654,1678,2292,491,15,3999,1326,4647,4069,1661,4265,2660,1974,994,4414,2660,3476,335,2661
13634,1963,526,3249,1067,130,1990,2284,1425,4899,464,1229,3003,3942,2973,880,3658,1339,4657,844,4231,1811,1786
13635,2764,2455,2820,4689,2267,4271,1122,1951,4367,4289,135,3464,3366,2071,3995,4758,1335,2148,1764,2469,446,4363
13636,759,3643,2347,4258,4313,4941,3761,2572,517,1792,2175,2467,3947,1905,1268,4264,3570,1209,4953,448,1956,1724
13637,1519,2072,4693,4754,2946,4435,2734,4474,3097,3974,1574,4257,1800,4774,4971,4006,4991,2388,2320,2141,2339,1556
13638,406,972,3657,411,2807,3441,4771,472,1528,1178,1272,1239,3476,4697,2713,2673,2386,1950,4800,1157,1562,1687
13639,1597,34,2726,948,2306,2585,4753,3773,1433,1428,613,4898,3853,3102,1979,3414,736,3966,691,1842,2800,3539
13640,2630,2927,1224,3324,1722,1178,4186,305,1690,3945,2315,2306,4696,2644,34,505,4203,4066,3053,4537,2969,1099
13641,1899,4625,1604,4629,1158,1843,2115,1,819,1361,1587,3439,2007,3012,4046,2282,4483,2201,3115,2387,4521,2547
13642,1633,4384,2848,3971,956,3662,225,1297,588,3804,3625,3389,3668,2625,3674,3381,4344,2276,3192,4808,2811,839
13643,3385,3163,3874,2826,2629,4066,2078,2584,4106,870,923,4514,2693,4874,210,2268,2465,3874,2165,541,2524,3413
13644,2472,2453,987,1870,1067,3557,684,1115,293,1125,3357,2728,3320,3223,1814,4900,4294,3181,2031,1001,668,1320
13645,2889,260,4910,1788,1295,1399,389,1324,4122,3505,2087,3008,4117,4050,1487,3331,4545,2606,1311,4929,674,2258
13646,4289,3945,4992,4818,748,3685,3429,966,1369,3099,4679,1927,540,1621,73,1070,1634,3599,716,153,4456,3210
13647,285,972,902,4349,328,150,2904,4232,1201,92,3110,1988,2508,643,2093,1093,1195,4124,2440,2635,3036,921
13648,4912,711,1213,3972,4835,3727,169,2403,3856,3760,503,178,1837,840,4487,3895,4763,353,1344,2599,3123,4465
13649,2874,3885,4765,1513,3858,2943,1861,1825,4099,2455,1508,520,3701,1760,1741,58,1703,2628,770,2814,3192,2828
13650,3847,2590,4360,1228,392,2519,645,4665,4528,1190,4184,3323,421,3239,3836,2751,411,2184,4802,211,666,502
13651,2836,3778,3617,982,4891,3196,2958,4104,4353,1477,4408,1108,4127,4504,3362,1389,4187,1551,3113,4914,1763,3278
13652,2943,2081,854,4289,2579,4077,3699,4250,4744,2590,917,3301,2147,1389,3063,2641,3942,552,4322,610,2766,2471
13653,1909,404,818,1938,2275,488,1716,1296,1061,1967,706,2571,1283,4111,2769,2057,3831,3324,3209,694,2939,1777
13654,2855,774,4855,4691,1739,2691,1081,147,4374,2024,3163,3616,2181,3872,115,2619,3692,2676,4251,3455,1774,1893
13655,3603,4141,4771,2450,2886,3783,1633,2529,4743,3108,3208,3711,927,3416,1157,381,3355,4292,4840,3745,4445,989
13656,989,4989,1979,2896,702,595,451,4181,1551,3868,2680,787,4063,1945,4615,1449,4556,1990,2311,1407,2572,2389
13657,2484,2150,4720,2739,264,820,672,4084,1535,4500,1662,421,2301,3630,4189,4544,2909,4714,4155,2559,2590,2572
13658,4216,3,4354,3337,2193,4742,3955,1302,635,143,1530,4051,372,3836,4232,2966,2032,1723,4354,3241,594,3205
13659,2468,4199,3764,2941,3364,240,2098,1351,3392,1231,4605,1919,2369,2203,3663,3673,3884,2948,4641,2171,4618,1794
13660,1756,3216,4755,4991,1724,4057,4994,1459,3977,2330,2681,3959,2812,3107,3123,1036,1342,4421,2155,2498,4750,2619
13661,4927,4187,1967,3758,433,2605,4319,3011,4059,690,1239,1102,2669,2397,4292,1465,2096,825,1026,1860,4929,2230
13662,1489,4943,1201,2934,518,3364,3470,1256,4917,3826,2326,1675,1723,3558,4020,3171,829,2230,2592,1720,1691,169
13663,90,4905,3903,4960,2876,1171,4158,1812,916,1695,2488,2766,4846,3836,2165,3855,3530,1899,2830,199,3559,887
13664,219,3735,269,700,903,4821,1173,2019,736,2890,1910,3748,4612,704,444,3421,3706,4257,4488,3576,2500,2969
13665,3855,1940,2204,1665,2677,1306,2970,2041,2135,4602,2946,4641,1774,3836,3525,3938,2744,998,823,903,823,4137
13666,3894,3238,3873,1353,1590,3379,2694,121,1733,378,2073,3731,4877,288,4076,158,2077,767,4814,556,3772,263
13667,3845,1662,4851,3255,1208,4560,600,2734,2985,1676,2075,2102,4391,3636,653,1055,640,2721,637,131,4468,1084
13668,1918,2097,1183,1149,1763,230,3782,2786,4263,751,24,481,1722,3203,1117,4516,3351,4470,2501,4568,4009,2385
13669,4880,2995,2436,3596,1727,2653,1349,174,431,273,3714,3289,775,784,818,185,442,4297,3182,4847,4141,1322
13670,751,1383,3002,3842,1829,4663,2379,62,49,4887,4136,4259,3320,156,3577,4726,2922,3541,3812,1706,1956,371
13671,2922,4582,2868,3621,3042,4569,4530,1956,3275,2521,1927,1429,4663,2178,828,3829,2462,2605,1448,3983,4917,702
13672,2766,2762,3966,3792,3828,2130,4209,3472,813,391,2094,1823,2481,667,379,3652,3722,534,2395,4850,136,2596
13673,1500,4266,2935,859,818,3977,3838,1420,1120,238,2554,4631,69,3252,4885,4709,4184,4042,1062,4202,3550,4907
13674,49,3323,1867,1616,4236,4753,820,2202,740,881,4598,4449,2371,2324,1265,1700,2296,196,4483,4232,3447,1905
13675,1870,257,4521,3916,480,4975,4906,3823,23,4017,1424,4468,3533,1550,1954,2218,1509,1950,1107,3079,243,4732
13676,4178,2611,2237,3461,1999,3684,3579,776,4984,325,811,2059,3150,373,452,3521,2183,4976,4628,3426,3706,3843
13677,877,2817,3797,3137,2608,2187,3476,1210,2887,4483,1728,163,2915,4947,105,2596,2032,4325,3203,3252,3314,3969
13678,2286,4901,3362,1249,2932,2602,2785,3307,2629,4903,810,4387,3974,4765,1009,3867,4634,625,111,71,2336,3832
13679,687,2748,4806,3564,950,3013,1630,4762,2029,3049,2974,2929,4799,735,3100,3087,1332,4036,1114,2256,4555,1530
13680,4110,1415,218,1849,4778,3900,2732,3004,2679,2293,4403,4061,729,68,2885,3499,2818,121,1660,532,4582,4373
13681,995,4920,3893,4495,2833,1350,736,2234,473,911,3221,4123,107,2037,281,4118,1653,3019,3876,4484,2297,2916
13682,1704,3057,3197,2182,1344,1607,1951,1092,1998,3908,3121,653,1638,1944,3179,2830,2226,2972,4059,3805,2208,4375
13683,1612,167,4548,3101,4669,3246,2538,1581,117,111,4431,86,1175,1990,2217,2084,3824,3918,3583,3816,4724,545
13684,2859,3609,3823,436,3776,688,3075,1252,1196,4667,1593,4892,4090,333,718,4228,1314,971,2662,3233,4521,2007
13685,1141,3818,4846,3778,12,2381,2084,546,2832,2063,281,2007,550,797,1375,4798,1861,4761,4679,3235,4610,3083
13686,4262,2654,1663,186,866,4928,3480,4334,1839,1956,1469,337,4890,2194,1146,2820,2369,3568,3038,4078,3722,1546
13687,3609,3391,431,2166,692,4736,1376,109,1726,3710,302,2547,2890,3180,2102,3015,2035,2137,349,2449,1783,3940
13688,943,4327,1914,1097,3288,2381,358,2623,2673,1493,3818,4871,1333,233,193,3902,1272,4849,3581,750,3369,4899
13689,583,4338,782,2315,2529,4695,2117,3488,1080,2114,1562,350,4844,3180,2052,2807,675,559,1407,786,2570,39
13690,32,4476,1806,4407,3157,3719,3745,2329,2318,4118,3321,698,2499,202,4907,4599,2063,1983,2324,156,4800,1642
13691,2132,930,1314,1574,2871,3398,825,2522,667,3260,1446,1287,120,3330,4153,178,3884,4841,713,1645,845,169
13692,3310,3427,2950,1985,501,1512,1033,1196,1549,2488,3285,4118,1891,335,3675,3499,1818,2848,1672,1282,3479,327
13693,4484,348,91,2898,2465,2045,996,2189,1417,4667,4064,1260,3943,2311,1171,1503,975,2360,1288,3910,3503,199
13694,2064,4519,1508,1127,3050,3698,1666,2811,3752,4167,4764,3710,443,11,4766,4467,1925,2780,1963,2620,1951,4606
13695,1188,743,200,902,4116,2870,3750,612,2502,1602,12,3573,98,3563,4384,3607,3844,3776,2704,3625,4126,393
13696,3008,4931,4979,4548,448,1298,698,4233,3587,2160,3866,4059,461,40,150,2877,457,170,3487,3577,3160,3
13697,201,234,634,1935,3051,2893,4541,158,3343,1053,4983,559,1921,270,843,1989,3941,3921,2817,513,401,4410
